Time,Voltage,Current
0.0,4.17176,0.0
0.09700208902359009,4.17176,0.0
0.19499994814395905,4.17176,0.0
0.2980068325996399,4.17176,0.0
0.39500892162323,4.17176,0.0
0.4950083792209625,4.17176,0.0
0.5960036069154739,4.17176,0.0
0.6990004330873489,4.17176,0.0
0.7970083504915237,4.17176,0.0
0.8950062096118927,4.17176,0.0
0.9990088641643524,4.17176,0.0
1.1000040918588638,4.17176,0.0
1.197006180882454,4.17176,0.0
1.2970056384801865,4.17176,0.0
1.3980008661746979,4.17176,0.0
1.4990061521530151,4.17176,0.0
1.6010072082281113,4.17176,0.0
1.6970034688711166,4.17176,0.0
1.7970029264688492,4.17176,0.0
1.8980082124471664,4.17176,0.0
2.0010050386190414,4.17176,0.0
2.0949997007846832,4.17176,0.0
2.194003388285637,4.17176,0.0
2.2990018129348755,4.17176,0.0
2.3970097303390503,4.17176,0.0
2.4940017610788345,4.17176,0.0
2.594001218676567,4.17176,0.0
2.6989996433258057,4.17176,0.0
2.800004929304123,4.17176,0.0
2.897007018327713,4.17176,0.0
3.000003844499588,4.17176,0.0
3.1000033020973206,4.17176,0.0
3.200002759695053,4.17176,0.0
3.297004848718643,4.17176,0.0
3.3970043063163757,4.17176,0.0
3.4960079938173294,4.17176,0.0
3.6000005900859833,4.17176,0.0
3.700000047683716,4.17176,0.0
3.7980079650878906,4.17176,0.0
3.8970015943050385,4.17176,0.0
3.996005281805992,4.17176,0.0
4.098006337881088,4.17176,0.0
4.196004197001457,4.17176,0.0
4.300006851553917,4.17176,0.0
4.397008940577507,4.17176,0.0
4.501001536846161,4.17176,0.0
4.600005224347115,4.17176,0.0
4.69600148499012,4.17176,0.0
4.8009999096393585,4.17176,0.0
4.901009425520897,4.17176,0.0
4.998001456260681,4.17176,0.0
5.094007775187492,4.17176,0.0
5.1960088312625885,4.17176,0.0
5.301007255911827,4.17176,0.0
5.396007746458054,4.17176,0.0
5.497002974152565,4.17176,0.0
5.5970024317502975,4.17176,0.0
5.696006119251251,4.17176,0.0
5.797001346945763,4.17176,0.0
5.895009264349937,4.17176,0.0
6.000007688999176,4.17176,0.0
6.098005548119545,4.17176,0.0
6.1980050057172775,4.17176,0.0
6.297008693218231,4.17176,0.0
6.397008150815964,4.17176,0.0
6.496001780033112,4.17176,0.0
6.60100020468235,4.17176,0.0
6.696000695228577,4.17176,0.0
6.798001751303673,4.17176,0.0
6.895999610424042,4.17176,0.0
6.999006494879723,4.17176,0.0
7.0970043540000916,4.17176,0.0
7.2000011801719666,4.17176,0.0
7.298009097576141,4.17176,0.0
7.397002726793289,4.17176,0.0
7.495000585913658,4.17176,0.0
7.599003240466118,4.17176,0.0
7.695009559392929,4.17176,0.0
7.799002155661583,4.17176,0.0
7.9000074416399,4.17176,0.0
7.99700953066349,4.17176,0.0
8.097008988261223,4.17176,0.0
8.19600261747837,4.17176,0.0
8.299009501934052,4.17176,0.0
8.3980031311512,4.17176,0.0
8.496000990271568,4.17176,0.0
8.59900787472725,4.17176,0.0
8.695999905467033,4.17176,0.0
8.799006789922714,4.17176,0.0
8.899006247520447,4.17176,0.0
9.000001475214958,4.17176,0.0
9.099005162715912,4.17176,0.0
9.19700302183628,4.17176,0.0
9.298008307814598,4.17176,0.0
9.39900353550911,4.17176,0.0
9.4960056245327,4.17176,0.0
9.597000852227211,4.17176,0.0
9.696004539728165,4.17176,0.0
9.79800559580326,4.17176,0.0
9.901002421975136,4.17176,0.0
9.901002421975136,4.17176,0.0
10.010004043579102,4.07765,-1.38335
10.109007731080055,4.01589,-1.43072
10.21200455725193,3.97021,-1.4446
10.306009277701378,3.93354,-1.44868
10.40600873529911,3.90073,-1.4495
10.508009791374207,3.87821,-1.4495
10.609005019068718,3.85569,-1.4495
10.70900447666645,3.84025,-1.45032
10.80600656569004,3.82545,-1.45032
10.909003391861916,3.81516,-1.45032
11.009002849459648,3.80551,-1.4495
11.10900230705738,3.79907,-1.45032
11.205008625984192,3.79264,-1.4495
11.309001222252846,3.78814,-1.4495
11.406003311276436,3.78428,-1.45032
11.511001735925674,3.78106,-1.4495
11.608003824949265,3.77784,-1.4495
11.707007512450218,3.77591,-1.45032
11.805005371570587,3.77334,-1.4495
11.91200539469719,3.77141,-1.45032
12.008001655340195,3.77012,-1.4495
12.112004309892654,3.76884,-1.4495
12.211007997393608,3.76755,-1.45032
12.307004258036613,3.76626,-1.45032
12.40900531411171,3.76562,-1.45032
12.510000541806221,3.76433,-1.4495
12.607002630829811,3.76305,-1.4495
12.70500048995018,3.7624,-1.4495
12.806005775928497,3.76176,-1.45032
12.908006832003593,3.76112,-1.45032
13.01000788807869,3.76047,-1.4495
13.108005747199059,3.75983,-1.4495
13.205007836222649,3.75919,-1.45032
13.307008892297745,3.75854,-1.45032
13.408999890089035,3.75854,-1.4495
13.508003577589989,3.7579,-1.4495
13.608003035187721,3.75726,-1.4495
13.708002492785454,3.75661,-1.45032
13.807006180286407,3.75661,-1.4495
13.909007236361504,3.75597,-1.45032
14.00400772690773,3.75597,-1.45032
14.110001921653748,3.75533,-1.45032
14.205002412199974,3.75468,-1.45032
14.308009296655655,3.75468,-1.45032
14.41100612282753,3.75404,-1.45032
14.509999752044678,3.75404,-1.4495
14.607001841068268,3.75339,-1.45032
14.709002897143364,3.75339,-1.4495
14.808006584644318,3.75275,-1.45032
14.905008673667908,3.75275,-1.45032
15.009001269936562,3.75211,-1.45032
15.105007588863373,3.75211,-1.45032
15.208004415035248,3.75146,-1.45032
15.307008102536201,3.75082,-1.45032
15.409009158611298,3.75082,-1.4495
15.508002787828445,3.75082,-1.45032
15.608002245426178,3.75018,-1.45032
15.710003301501274,3.75018,-1.45032
15.811008587479591,3.75018,-1.4495
15.906009078025818,3.74953,-1.45032
16.008000075817108,3.74953,-1.45032
16.109005361795425,3.74889,-1.45032
16.206007450819016,3.74889,-1.45032
16.30900427699089,3.74889,-1.45032
16.40600636601448,3.74889,-1.45032
16.51000902056694,3.74825,-1.45032
16.61100424826145,3.74825,-1.4495
16.708006337285042,3.7476,-1.45032
16.808005794882774,3.7476,-1.45032
16.906003654003143,3.7476,-1.45032
17.006003111600876,3.74696,-1.45032
17.10899993777275,3.74696,-1.4495
17.20900945365429,3.74696,-1.45032
17.305005714297295,3.74632,-1.4495
17.40800254046917,3.74632,-1.4495
17.509007826447487,3.74632,-1.4495
17.607005685567856,3.74632,-1.4495
17.70600937306881,3.74567,-1.4495
17.8080003708601,3.74567,-1.4495
17.90500245988369,3.74567,-1.4495
18.005001917481422,3.74503,-1.45032
18.11000034213066,3.74503,-1.45032
18.20700243115425,3.74503,-1.4495
18.307001888751984,3.74503,-1.4495
18.407001346349716,3.74439,-1.4495
18.50600503385067,3.74439,-1.4495
18.608006089925766,3.74439,-1.4495
18.709001317620277,3.74374,-1.45032
18.810006603598595,3.74374,-1.4495
18.9060028642416,3.74374,-1.4495
19.008003920316696,3.7431,-1.4495
19.106001779437065,3.7431,-1.45032
19.207007065415382,3.7431,-1.4495
19.307006523013115,3.7431,-1.4495
19.411009177565575,3.7431,-1.45032
19.50800120830536,3.74246,-1.45032
19.610002264380455,3.74246,-1.4495
19.707004353404045,3.74246,-1.45032
19.807003811001778,3.74246,-1.4495
19.90700326859951,3.74181,-1.45032
19.90700326859951,3.74181,-1.4495
20.015009120106697,3.81789,0.0
20.111005380749702,3.86872,0.0
20.212000608444214,3.90282,0.0
20.312000066041946,3.92534,0.0
20.41000798344612,3.93949,0.0
20.514000579714775,3.953,0.0
20.611002668738365,3.96201,0.0
20.714009553194046,3.97231,0.0
20.81400901079178,3.98067,0.0
20.913002640008926,3.98903,0.0
21.01200632750988,3.99482,0.0
21.110999956727028,4.00255,0.0
21.213001012802124,4.00769,0.0
21.31500206887722,4.01284,0.0
21.41299992799759,4.01863,0.0
21.513009443879128,4.02249,0.0
21.615000441670418,4.02699,0.0
21.712002530694008,4.03214,0.0
21.81500941514969,4.036,0.0
21.913007274270058,4.03922,0.0
22.010009363293648,4.04308,0.0
22.112000361084938,4.04565,0.0
22.213005647063255,4.04887,0.0
22.314000874757767,4.05209,0.0
22.41300456225872,4.05466,0.0
22.515005618333817,4.05788,0.0
22.61400930583477,4.06045,0.0
22.713002935051918,4.06302,0.0
22.81300239264965,4.0656,0.0
22.915003448724747,4.06753,0.0
23.012005537748337,4.06946,0.0
23.11100922524929,4.07203,0.0
23.212004452943802,4.07396,0.0
23.312003910541534,4.07589,0.0
23.41300919651985,4.07782,0.0
23.51100705564022,4.07975,0.0
23.614003881812096,4.08168,0.0
23.7100001424551,4.08361,0.0
